Keyword,Search Volume (US),CPC (US),Categories,Commercial Potential,Filtering
plus size intimates cheap,10,$0.00,Clothing_&_Shoes,0,PASSED
vw autosleeper clubman,10,$0.00,Vehicles_&_Transportation,0,PASSED
bourke parakeets for sale,480,$0.00,Pets,0,PASSED
cub cadet mower,20,$0.00,Home_Improvement,0,PASSED
oil filter reference chart,20,$0.00,Tools_&_Hardware,0,PASSED
yellow flowering shrub,8100,$0.00,Lawn_&_Garden,0,PASSED
vintage ashtray ashtrays,0,$0.00,Home_Decor,0,PASSED
nikon sb 25 speedlight,30,$0.00,Electronics,0,PASSED
suzuki jimny used,70,$0.00,Vehicles_&_Transportation,0,PASSED
apache awnings,10,$0.00,Home_Improvement,0,PASSED
1948 willys jeepster,260,$0.00,Vehicles_&_Transportation,0,PASSED
old record player parts,30,$0.00,Home_Improvement,0,PASSED
cheap favor boxes,10,$0.00,Home_Furnishings,0,PASSED
gcse maths past papers,110,$0.00,Reference,0,PASSED
vehicle replacement seats,10,$0.00,Vehicles_&_Transportation,0,PASSED
golf cart controller ez go,0,$0.00,Vehicles_&_Transportation,0,PASSED
marine seawater strainers,0,$0.00,Home_Improvement,0,PASSED
submarine flags,140,$0.00,Arts_&_Entertainment,0,PASSED
buy second hand toys,10,$0.00,Toys,0,PASSED
1931 model a coupe,1300,$0.00,Vehicles_&_Transportation,0,PASSED
used pontoon boat values,20,$0.00,Vehicles_&_Transportation,0,PASSED
vinyl fencing in,10,$0.00,Home_Improvement,0,PASSED
antique badges,90,$0.00,Arts_&_Entertainment,0,PASSED
medicated plaster,70,$0.00,Health_&_Wellness,0,PASSED
diy table saw fence,720,$0.00,Home_Improvement,0,PASSED
flannel fabric fabric,0,$0.00,Clothing_&_Shoes,0,PASSED
handlebars handle bars,0,$0.00,Vehicles_&_Transportation,0,PASSED
cement block molds,210,$0.00,Home_Improvement,0,PASSED
ac condensate drain pan,170,$0.00,Home_Improvement,0,PASSED
rigid motorcycle frames,260,$0.00,Vehicles_&_Transportation,0,PASSED
used pool cue cues,0,$0.00,Home_Improvement,0,PASSED
nova walkers,10,$0.00,Health_&_Wellness,0,PASSED
figures figurines,170,$0.00,Toys,0,PASSED
marine corps tshirt usmc,0,$0.00,Clothing_&_Shoes,0,PASSED
masonry drills,20,$0.00,Tools_&_Hardware,0,PASSED
used locomotives,10,$0.00,Vehicles_&_Transportation,0,PASSED
leksvik furniture,10,$0.00,Home_Furnishings,0,PASSED
maquinas de soldar,70,$0.00,Tools_&_Hardware,0,PASSED
outlet bait and tackle,210,$0.00,Outdoor_&_Sports,0,PASSED
the spinners songs,110,$0.00,Arts_&_Entertainment,0,PASSED
broken ceramic tiles,50,$0.00,Home_Improvement,0,PASSED
women merrell shoes deals,0,$0.00,Clothing_&_Shoes,0,PASSED
ladies dresses dresses,0,$0.00,Clothing_&_Shoes,0,PASSED
ribbons for,40,$0.00,Beauty_&_Fragrance,0,PASSED
bear spirit touching,0,$0.00,Beauty_&_Fragrance,0,PASSED
cheapest skip hire,20,$0.00,Home_Improvement,0,PASSED
guide rod lasers,880,$0.00,Home_Improvement,0,PASSED
didgeridoo dreamtime,10,$0.00,Arts_&_Entertainment,0,PASSED
used lawn tractor decks,10,$0.00,Home_Improvement,0,PASSED
reclaimed chimney pots,20,$0.00,Home_Improvement,0,PASSED
canon power supply,20,$0.00,Electronics,0,PASSED
top flowering perennials,10,$0.00,Lawn_&_Garden,0,PASSED
belt cross reference guide,70,$0.00,Office_Products,0,PASSED
stone dog garden statues,10,$0.00,Home_Furnishings,0,PASSED
recent dvd releases,10,$0.00,Arts_&_Entertainment,0,PASSED
vintage chintz china,20,$0.00,Home_Furnishings,0,PASSED
tiny swimsuits for women,20,$0.00,Beauty_&_Fragrance,0,PASSED
miniature airplanes,590,$0.00,Toys,0,PASSED
output transformers,10,$0.00,Electronics,0,PASSED
hospital bed medical bed,0,$0.00,Health_&_Wellness,0,PASSED
braun battery,40,$0.00,Home_Improvement,0,PASSED
le creuset spare parts,10,$0.00,Home_Furnishings,0,PASSED
programming cable,70,$0.00,Electronics,0,PASSED
used cookers for sale,10,$0.00,Kitchen_&_Housewares,0,PASSED
fenton hand painted lamps,320,$0.00,Home_Furnishings,0,PASSED
verizon wireless,1830000,$10.29,Vehicles_&_Transportation,18830700,FAILED
microsoft 365,2240000,$0.82,Business,1836800,FAILED
buffalo bills,3350000,$0.36,Sports_&_Recreation,1206000,FAILED
quest diagnostics,2740000,$0.43,Health_&_Wellness,1178200,FAILED
jimmy carter,1220000,$0.91,Society_&_Culture,1110200,FAILED
chucky cheese,1830000,$0.60,Food_&_Drinks,1098000,FAILED
famous footwear,1220000,$0.82,Clothing_&_Shoes,1000400,FAILED
guitar center,1830000,$0.47,Arts_&_Entertainment,860100,FAILED
purple heart,201000,$3.47,Arts_&_Entertainment,697470,FAILED
the new york times,165000,$3.85,Reference,635250,FAILED
new england patriots,1220000,$0.46,Sports_&_Recreation,561200,FAILED
dora the explorer the,246000,$2.13,Kids_&_Teens_Lifestyle,523980,FAILED
cincinnati bengals,1000000,$0.51,Sports_&_Recreation,510000,FAILED
breaking bad,673000,$0.74,Arts_&_Entertainment,498020,FAILED
victoria secret pink,49500,$9.87,Beauty_&_Fragrance,488564.99999999994,FAILED
aaa membership,301000,$1.62,Financial_Services,487620.00000000006,FAILED
jehovah witness,246000,$1.91,Religion,469860,FAILED
milwaukee brewers,1500000,$0.28,Vehicles_&_Transportation,420000.00000000006,FAILED
york giants,1220000,$0.33,Sports_&_Recreation,402600,FAILED
walt disney world,368000,$1.07,Travel,393760,FAILED
whole foods market,2240000,$0.17,Food_&_Drinks,380800,FAILED
traders joe,1000000,$0.38,Food_&_Drinks,380000,FAILED
ronald mcdonald,135000,$2.77,Food_&_Drinks,373950,FAILED
dave ramsey,246000,$1.40,Financial_Services,344400,FAILED
baltimore orioles,1220000,$0.27,Sports_&_Recreation,329400,FAILED
buy buy baby,673000,$0.47,Kids_&_Teens_Lifestyle,316310,FAILED
sportsmans warehouse,1000000,$0.31,Sports_&_Recreation,310000,FAILED
software quicken,74000,$4.10,Financial_Services,303400,FAILED
lenny kravitz,368000,$0.76,Arts_&_Entertainment,279680,FAILED
tennessee vols,1000000,$0.27,Sports_&_Recreation,270000,FAILED
assurance wireless,368000,$0.73,Financial_Services,268640,FAILED
panera bread,3350000,$0.08,Food_&_Drinks,268000,FAILED
chicago tribune,165000,$1.52,Reference,250800,FAILED
sons of anarchy,301000,$0.82,Arts_&_Entertainment,246819.99999999997,FAILED
play station,1000000,$0.24,Video_Games,240000,FAILED
frontier communications,135000,$1.74,Financial_Services,234900,FAILED
rear window,60500,$3.61,Arts_&_Entertainment,218405,FAILED
binghamton university,90500,$2.30,Educational_Institutions,208149.99999999997,FAILED
serena and lily,165000,$1.25,Beauty_&_Fragrance,206250,FAILED
snow leopard,135000,$1.48,Animals,199800,FAILED
captain morgan,90500,$2.15,Alcoholic_Beverages_&_Drinks,194575,FAILED
macys furniture,135000,$1.43,Home_Furnishings,193050,FAILED
estee lauder,301000,$0.64,Beauty_&_Fragrance,192640,FAILED
motorola razr,135000,$1.39,Vehicles_&_Transportation,187650,FAILED
microsoft office 365,135000,$1.31,Computers_&_Computing,176850,FAILED
rite aid near me,550000,$0.31,Health_&_Wellness,170500,FAILED
cesar chavez,110000,$1.51,Reference,166100,FAILED
barry manilow barry,246000,$0.67,Arts_&_Entertainment,164820,FAILED
hand car wash near me,135000,$1.16,Business,156600,FAILED
bryant parts,301000,$0.48,Tools_&_Hardware,144480,FAILED
safelink wireless,135000,$1.06,Financial_Services,143100,FAILED
architectural digest,40500,$3.52,Home_Furnishings,142560,FAILED
tractor supply company,1000000,$0.14,Lawn_&_Garden,140000,FAILED
ucla football,368000,$0.38,Sports_&_Recreation,139840,FAILED
apple watch watch bands,246000,$0.56,Clothing_&_Shoes,137760,FAILED
tom and jerry,246000,$0.56,Arts_&_Entertainment,137760,FAILED
monster energy,110000,$1.20,Food_&_Drinks,132000,FAILED
garrett popcorn,90500,$1.39,Food_&_Drinks,125795,FAILED
sid the science kid,135000,$0.92,Arts_&_Entertainment,124200,FAILED
san diego chargers,40500,$2.96,Sports_&_Recreation,119880,FAILED
rolex wristwatches,165000,$0.71,Jewelry_&_Watches,117150,FAILED
tory burch bags,90500,$1.25,Clothing_&_Shoes,113125,FAILED
stock market futures,110000,$1.02,Financial_Services,112200,FAILED
dancing with stars,368000,$0.30,Arts_&_Entertainment,110400,FAILED
apostles creed,110000,$1.00,Books_&_Literature,110000,FAILED
jillian michaels,74000,$1.48,Arts_&_Entertainment,109520,FAILED
bob marley one love,110000,$0.99,Arts_&_Entertainment,108900,FAILED
time warner,40500,$2.67,Business,108135,FAILED
mickey mickey mouse,673000,$0.16,Arts_&_Entertainment,107680,FAILED
harbor freight tools,1500000,$0.07,Tools_&_Hardware,105000,FAILED
chinese take out near me,74000,$1.34,Food_&_Drinks,99160,FAILED
florida gators football,450000,$0.22,Sports_&_Recreation,99000,FAILED
starcraft 2,22200,$4.14,Arts_&_Entertainment,91908,FAILED
capital grille,301000,$0.30,Business,90300,FAILED
starwars starwars,550000,$0.16,Arts_&_Entertainment,88000,FAILED
alka seltzer,135000,$0.64,Health_&_Wellness,86400,FAILED
tory burch outlet,165000,$0.52,Clothing_&_Shoes,85800,FAILED
deadliest catch,49500,$1.72,Society_&_Culture,85140,FAILED
rolex watches for men,74000,$1.14,Jewelry_&_Watches,84360,FAILED
adobe acrobat professional,49500,$1.69,Office_Products,83655,FAILED
vancouver canucks,110000,$0.70,Arts_&_Entertainment,77000,FAILED
logic pro software,40500,$1.89,Business,76545,FAILED
martha stewarts,450000,$0.17,Home_Improvement,76500,FAILED
fire hydrant,49500,$1.52,Home_Improvement,75240,FAILED
tv show frasier,246000,$0.30,Arts_&_Entertainment,73800,FAILED
white russian drink,165000,$0.43,Food_&_Drinks,70950,FAILED
wiz khalifa,165000,$0.43,Arts_&_Entertainment,70950,FAILED
bobs watches,18100,$3.90,Jewelry_&_Watches,70590,FAILED
latter day saints,165000,$0.42,Religion,69300,FAILED
hyperbaric chambers,90500,$0.71,Health_&_Wellness,64255,FAILED
hyperbaric chamber,90500,$0.71,Health_&_Wellness,64255,FAILED
gloria estefan,90500,$0.68,Arts_&_Entertainment,61540.00000000001,FAILED
nespresso pods,165000,$0.37,Food_&_Drinks,61050,FAILED
nkotb the block,165000,$0.37,Arts_&_Entertainment,61050,FAILED
motorola motorola,40500,$1.41,Vehicles_&_Transportation,57105,FAILED
adidas gazelle,201000,$0.28,Clothing_&_Shoes,56280.00000000001,FAILED
goodyear tires tires,90500,$0.62,Vehicles_&_Transportation,56110,FAILED
alison krauss,74000,$0.75,Arts_&_Entertainment,55500,FAILED
kelley blue motorcycles,90500,$0.61,Vehicles_&_Transportation,55205,FAILED
annabelle lee,33100,$1.63,Arts_&_Entertainment,53953,FAILED
ford f 150 lightning,60500,$0.88,Vehicles_&_Transportation,53240,FAILED
reeds jewelers,33100,$1.60,Jewelry_&_Watches,52960,FAILED
brother printers,60500,$0.84,Office_Products,50820,FAILED
wwe smackdown,135000,$0.36,Arts_&_Entertainment,48600,FAILED
jill scott jill scott,110000,$0.44,Arts_&_Entertainment,48400,FAILED
hydrochloric acid,90500,$0.53,Health_&_Wellness,47965,FAILED
panera bread menu,368000,$0.13,Food_&_Drinks,47840,FAILED
greys anatomy,90500,$0.52,Arts_&_Entertainment,47060,FAILED
british museum,33100,$1.42,Reference,47002,FAILED
oyster perpetual rolex,74000,$0.63,Jewelry_&_Watches,46620,FAILED
sony headphones,165000,$0.28,Electronics,46200.00000000001,FAILED
blacklight lights,90500,$0.51,Electronics,46155,FAILED
rolex yacht master,27100,$1.70,Jewelry_&_Watches,46070,FAILED
slumberland furniture,60500,$0.75,Home_Furnishings,45375,FAILED
citizen watches,135000,$0.33,Jewelry_&_Watches,44550,FAILED
maui jim sunglasses,110000,$0.40,Clothing_&_Shoes,44000,FAILED
good housekeeping,22200,$1.95,Home_Improvement,43290,FAILED
speed queen washers,110000,$0.39,Home_Improvement,42900,FAILED
amc tv shows,14800,$2.86,Arts_&_Entertainment,42328,FAILED
savannah cats,201000,$0.21,Animals,42210,FAILED
philadelphia eagles nfl,40500,$1.02,Sports_&_Recreation,41310,FAILED
knotts scary farm,90500,$0.45,Arts_&_Entertainment,40725,FAILED
ralph lauren polo,33100,$1.23,Fashion,40713,FAILED
ford bronco for sale,74000,$0.55,Vehicles_&_Transportation,40700,FAILED
alejandro fernandez,74000,$0.54,Arts_&_Entertainment,39960,FAILED
us constitution,90500,$0.44,Reference,39820,FAILED
pepsi products,49500,$0.79,Food_&_Drinks,39105,FAILED
blue man group,90500,$0.43,Arts_&_Entertainment,38915,FAILED
brazilian blowout,90500,$0.43,Beauty_&_Fragrance,38915,FAILED
apple chargers,49500,$0.77,Electronics,38115,FAILED
ibuprofen dosage,74000,$0.50,Health_&_Wellness,37000,FAILED
breyers ice cream,27100,$1.36,Food_&_Drinks,36856,FAILED
monster energy drink,27100,$1.35,Food_&_Drinks,36585,FAILED
star wars characters,135000,$0.27,Arts_&_Entertainment,36450,FAILED
lazy boy recliners,90500,$0.40,Home_Furnishings,36200,FAILED
vmware workstation,14800,$2.42,Business,35816,FAILED
adobe indesign,22200,$1.61,Computers_&_Computing,35742,FAILED
ghost hunting,40500,$0.88,Arts_&_Entertainment,35640,FAILED
girls underwear,33100,$1.07,Clothing_&_Shoes,35417,FAILED
ethan and allen furniture,49500,$0.71,Home_Furnishings,35145,FAILED
golf greg norman,49500,$0.70,Sports_&_Recreation,34650,FAILED
mrs fields cookies,22200,$1.50,Food_&_Drinks,33300,FAILED
stone island,60500,$0.55,Clothing_&_Shoes,33275,FAILED
blu ray blu ray,110000,$0.30,Electronics,33000,FAILED
military helicopters,27100,$1.21,Vehicles_&_Transportation,32791,FAILED
1040 tax forms,33100,$0.99,Financial_Services,32769,FAILED
metropolitan opera,74000,$0.44,Arts_&_Entertainment,32560,FAILED
costco coffee,12100,$2.65,Food_&_Drinks,32065,FAILED
cold fusion,12100,$2.62,Science,31702,FAILED
rhett and link,49500,$0.64,Arts_&_Entertainment,31680,FAILED
jose cuervo mix margarita,12100,$2.59,Food_&_Drinks,31339,FAILED
western digital,74000,$0.42,Electronics,31080,FAILED
sony camera,135000,$0.23,Electronics,31050,FAILED
micro center,1500000,$0.02,Electronics,30000,FAILED
nitric acid,49500,$0.60,Science,29700,FAILED
timex timex,60500,$0.48,Jewelry_&_Watches,29040,FAILED
canon printer,60500,$0.48,Office_Products,29040,FAILED
pet cremation,22200,$1.29,Health_&_Wellness,28638,FAILED
american picker,74000,$0.38,Home_Improvement,28120,FAILED
sermons by joel osteen,18100,$1.54,Arts_&_Entertainment,27874,FAILED
chevrolet chevy corvette,74000,$0.37,Vehicles_&_Transportation,27380,FAILED
lazy boy sofa,22200,$1.23,Home_Furnishings,27306,FAILED
miele dishwasher,27100,$1.00,Home_Improvement,27100,FAILED
invicta watches,135000,$0.20,Jewelry_&_Watches,27000,FAILED
hewlett packard printer,33100,$0.81,Electronics,26811,FAILED
military ranks,74000,$0.36,Business,26640,FAILED
chevrolet spark car,90500,$0.29,Vehicles_&_Transportation,26245,FAILED
sodium hydroxide,74000,$0.35,Chemistry,25900,FAILED
nfl football ticket,49500,$0.52,Sports_&_Recreation,25740,FAILED
robitussin cough,18100,$1.42,Health_&_Wellness,25702,FAILED
permanent hair removal,12100,$2.12,Beauty_&_Fragrance,25652,FAILED
honda navigation,74000,$0.34,Vehicles_&_Transportation,25160,FAILED
stradivarius violin,18100,$1.38,Arts_&_Entertainment,24977.999999999996,FAILED
walmart baby registry,33100,$0.75,Kids_&_Teens_Lifestyle,24825,FAILED
jiffy oil change,18100,$1.36,Vehicles_&_Transportation,24616,FAILED
fortunoff backyard store,8100,$3.00,Home_Improvement,24300,FAILED
billy graham sermons,12100,$2.00,Reference,24200,FAILED
ole henriksen,33100,$0.73,Beauty_&_Fragrance,24163,FAILED
flemings steakhouse,33100,$0.73,Food_&_Drinks,24163,FAILED
allison transmission,22200,$1.07,Vehicles_&_Transportation,23754,FAILED
evan williams bourbon,14800,$1.60,Food_&_Drinks,23680,FAILED
call of duty game,33100,$0.71,Video_Games,23501,FAILED
crossbody bags coach,49500,$0.47,Clothing_&_Shoes,23265,FAILED
looney tunes,165000,$0.14,Arts_&_Entertainment,23100.000000000004,FAILED
ben and jerry ice cream,22200,$1.03,Food_&_Drinks,22866,FAILED
refurbished ipad,40500,$0.56,Electronics,22680.000000000004,FAILED
porta johns,8100,$2.80,Home_Improvement,22680,FAILED
hang gliding,33100,$0.68,Sports_&_Recreation,22508,FAILED
chanel boots,22200,$1.00,Clothing_&_Shoes,22200,FAILED
halle berry,550000,$0.04,Arts_&_Entertainment,22000,FAILED
gibson guitars,40500,$0.54,Business,21870,FAILED
jokers playing cards,27100,$0.79,Arts_&_Entertainment,21409,FAILED
ford lightning for sale,22200,$0.96,Vehicles_&_Transportation,21312,FAILED
aquaphor healing ointment,60500,$0.35,Health_&_Wellness,21175,FAILED
lucchese boot company,110000,$0.19,Clothing_&_Shoes,20900,FAILED
george foreman grill,110000,$0.19,Kitchen_&_Housewares,20900,FAILED
bacardi rum,22200,$0.93,Food_&_Drinks,20646,FAILED
dropkick murphys,49500,$0.41,Arts_&_Entertainment,20295,FAILED
thomas train,135000,$0.15,Toys,20250,FAILED
apple screen replacement,9900,$2.04,Electronics,20196,FAILED
used iphone,22200,$0.90,Electronics,19980,FAILED
channel locks,60500,$0.33,Tools_&_Hardware,19965,FAILED
e z go golf carts,33100,$0.60,Vehicles_&_Transportation,19860,FAILED
li ion battery,49500,$0.40,Electronics,19800,FAILED
fairfield university,74000,$0.26,Educational Institutions,19240,FAILED
mitchell gold bob williams,22200,$0.85,Home_Furnishings,18870,FAILED
giada de laurentiis,110000,$0.17,Arts_&_Entertainment,18700,FAILED
ford rangers for sale,49500,$0.37,Vehicles_&_Transportation,18315,FAILED
hewlett packard envy,33100,$0.55,Electronics,18205,FAILED
automatic motorcycles,22200,$0.82,Vehicles_&_Transportation,18204,FAILED
logitech harmony,90500,$0.20,Electronics,18100,FAILED
best buy tvs,90500,$0.20,Electronics,18100,FAILED
tyson foods,90500,$0.20,Food_&_Drinks,18100,FAILED
all my children,49500,$0.36,Families_&_Relationships,17820,FAILED
jacquie lawson,74000,$0.24,Arts_&_Entertainment,17760,FAILED
exmark mowers,18100,$0.97,Home_Improvement,17557,FAILED
mk purses handbags,40500,$0.43,Clothing_&_Shoes,17415,FAILED
priscilla evans shirer,49500,$0.35,Books_&_Literature,17325,FAILED
sprint store near me,9900,$1.75,Transportation,17325,FAILED
kraftmaid cabinets,22200,$0.77,Home_Furnishings,17094,FAILED
pep boys tires,27100,$0.63,Vehicles_&_Transportation,17073,FAILED
camara espia,51000,$0.33,Electronics,16830,FAILED
ken griffey jr shoes,27100,$0.62,Clothing_&_Shoes,16802,FAILED
california license plates,27100,$0.62,Vehicles_&_Transportation,16802,FAILED
stencils stencils,60500,$0.27,Home_Furnishings,16335.000000000002,FAILED
female anatomy,90500,$0.18,Health_&_Wellness,16290,FAILED
pablo neruda poems,9900,$1.64,Arts_&_Entertainment,16235.999999999998,FAILED
pancreatic cancer symptoms,135000,$0.12,Health_&_Wellness,16200,FAILED
garrison keillor,22200,$0.72,Arts_&_Entertainment,15984,FAILED
acronis true image,8100,$1.97,Computers_&_Computing,15957,FAILED
johnny walker blue,49500,$0.32,Beauty_&_Fragrance,15840,FAILED
celsius energy drink,60500,$0.26,Food_&_Drinks,15730,FAILED
500 gallon propane tanks,14800,$1.06,Home_Improvement,15688,FAILED
ear candles,49500,$0.31,Health_&_Wellness,15345,FAILED
bfgoodrich tires,33100,$0.46,Vehicles_&_Transportation,15226,FAILED
grisham john,60500,$0.25,Books_&_Literature,15125,FAILED
chardonnay wines,22200,$0.68,Food_&_Drinks,15096.000000000002,FAILED
romero britto,18100,$0.82,Arts_&_Entertainment,14842,FAILED
hallmark stores,74000,$0.20,Clothing_&_Shoes,14800,FAILED
bryant air conditioners,6600,$2.22,Home_Improvement,14652.000000000002,FAILED
pin up girls,60500,$0.24,Arts_&_Entertainment,14520,FAILED
adelgazar rapido,23000,$0.63,Health_&_Wellness,14490,FAILED
ford taurus,90500,$0.16,Vehicles_&_Transportation,14480,FAILED
tourneau watches,6600,$2.19,Jewelry_&_Watches,14454,FAILED
harry potter books,74000,$0.19,Books_&_Literature,14060,FAILED
costco tire center near me,9900,$1.40,Vehicles_&_Transportation,13860,FAILED
itunes gift cards,22200,$0.62,Financial_Services,13764,FAILED
coins coins us,9900,$1.36,Financial_Services,13464.000000000002,FAILED
guess outlet,40500,$0.33,Shopping,13365,FAILED
st thomas aquinas,40500,$0.33,Reference,13365,FAILED
the giving tree,49500,$0.27,Arts_&_Entertainment,13365,FAILED
autotrader used cars,40500,$0.33,Vehicles_&_Transportation,13365,FAILED
james avery charms,49500,$0.27,Beauty_&_Fragrance,13365,FAILED
fisher price fisher price,74000,$0.18,Toys,13320,FAILED
garrys mod,60500,$0.22,Computer_Software,13310,FAILED
forks over knives,27100,$0.49,Health_&_Wellness,13279,FAILED
chinese dolls,27100,$0.49,Toys,13279,FAILED
cuisinart food processor,33100,$0.40,Kitchen_&_Housewares,13240,FAILED
green lantern,110000,$0.12,Arts_&_Entertainment,13200,FAILED
siriusxm radios,33100,$0.39,Consumer Electronics,12909,FAILED
native americans history,6600,$1.95,Social_Sciences_&_Humanities,12870,FAILED
bowling com,22200,$0.57,Sports_&_Recreation,12653.999999999998,FAILED
phone internet phone,4400,$2.86,Computers_&_Computing,12584,FAILED
abc the bachelorette show,74000,$0.17,Arts_&_Entertainment,12580,FAILED
custom poker chips,9900,$1.26,Hobbies_&_Recreation,12474,FAILED
marcus theatres,246000,$0.05,Arts_&_Entertainment,12300,FAILED
marc jacob outlet,40500,$0.30,Clothing_&_Shoes,12150,FAILED
american girl magazine,8500,$1.42,Kids_&_Teens_Lifestyle,12070,FAILED
kate spade wallet,49500,$0.24,Clothing_&_Shoes,11880,FAILED
john deere zero turn mower,14800,$0.80,Home_Improvement,11840,FAILED
dr ben carson,14800,$0.80,Reference,11840,FAILED
